Date,Open,High,Low,Close,Adj Close,Volume
2024-03-12,156.600006,157.899994,152.149994,156.899994,156.899994,31159766
2024-03-13,157.449997,158.250000,147.500000,148.649994,148.649994,53202095
2024-03-14,147.100006,157.300003,144.300003,152.750000,152.750000,45708365
2024-03-15,152.850006,161.699997,152.449997,160.050003,160.050003,95085427
2024-03-18,162.500000,164.449997,157.250000,158.250000,158.250000,35382756
2024-03-19,158.600006,161.449997,156.500000,157.949997,157.949997,24847687
2024-03-20,159.449997,166.699997,159.000000,165.600006,165.600006,45544054
2024-03-21,168.000000,171.000000,166.399994,169.649994,169.649994,42227967
2024-03-22,170.449997,174.899994,169.050003,174.199997,174.199997,41776494
2024-03-26,173.399994,183.649994,172.199997,182.600006,182.600006,64590292
2024-03-27,183.600006,189.000000,177.199997,179.449997,179.449997,50528769
2024-03-28,179.800003,184.699997,176.000000,182.100006,182.100006,42567446
2024-04-01,183.899994,188.199997,182.750000,184.500000,184.500000,20789208
2024-04-02,185.000000,185.000000,180.750000,183.100006,183.100006,36346394
2024-04-03,181.949997,182.000000,177.850006,178.300003,178.300003,24268721
2024-04-04,180.500000,188.149994,180.250000,187.000000,187.000000,52772054
2024-04-05,188.250000,191.800003,187.250000,190.500000,190.500000,35235139
2024-04-08,191.600006,194.000000,190.550003,191.800003,191.800003,23092887
2024-04-09,192.550003,195.500000,188.750000,193.699997,193.699997,30824719
2024-04-10,195.000000,199.600006,194.050003,196.899994,196.899994,35141522
2024-04-12,195.850006,199.699997,190.500000,192.100006,192.100006,56543869
2024-04-15,188.000000,192.399994,184.500000,188.300003,188.300003,48456568
2024-04-16,187.000000,189.300003,183.899994,186.449997,186.449997,43273463
2024-04-18,188.500000,189.250000,183.000000,185.199997,185.199997,35346377
2024-04-19,182.300003,191.000000,181.399994,189.199997,189.199997,34112204
2024-04-22,193.000000,197.699997,190.800003,193.350006,193.350006,28792292
2024-04-23,194.399994,194.500000,186.600006,187.449997,187.449997,35740731
2024-04-24,189.000000,189.100006,183.149994,184.399994,184.399994,32622315
2024-04-25,184.000000,188.899994,182.500000,184.699997,184.699997,38839521
2024-04-26,189.000000,190.449997,186.350006,188.100006,188.100006,33778145
2024-04-29,189.399994,194.300003,186.449997,193.600006,193.600006,33415230
2024-04-30,195.000000,196.949997,192.199997,193.149994,193.149994,39383265
2024-05-02,193.600006,195.949997,192.750000,195.449997,195.449997,27391448
2024-05-03,196.800003,200.350006,193.100006,197.250000,197.250000,37882274
2024-05-06,199.000000,202.000000,194.500000,195.699997,195.699997,26394239
2024-05-07,196.149994,196.350006,182.350006,191.449997,191.449997,48161265
2024-05-08,190.649994,196.000000,187.300003,195.449997,195.449997,47941406
2024-05-09,195.000000,199.699997,193.100006,195.250000,195.250000,47274769
2024-05-10,196.350006,205.000000,189.899994,201.300003,201.300003,52717901
2024-05-13,205.800003,207.199997,186.750000,194.300003,194.300003,114135952
2024-05-14,191.699997,193.449997,182.100006,187.300003,187.300003,110070781
2024-05-15,188.800003,193.399994,183.149994,192.000000,192.000000,44772997
2024-05-16,192.899994,195.850006,189.000000,195.199997,195.199997,35478593
2024-05-17,195.149994,196.000000,193.100006,194.850006,194.850006,20841351
2024-05-21,194.399994,196.500000,188.750000,189.100006,189.100006,33453174
2024-05-22,190.000000,190.000000,183.350006,185.500000,185.500000,40374419
2024-05-23,186.500000,189.399994,184.500000,186.800003,186.800003,20931137
2024-05-24,188.000000,188.000000,179.100006,182.899994,182.899994,37064093
2024-05-27,183.899994,185.449997,178.399994,183.649994,183.649994,47652253
2024-05-28,184.350006,184.800003,180.399994,181.600006,181.600006,34444521
2024-05-29,180.550003,185.399994,180.000000,183.350006,183.350006,30888209
2024-05-30,183.000000,185.000000,179.000000,180.600006,180.600006,33684173
2024-05-31,178.800003,183.149994,171.250000,179.149994,179.149994,149283415
2024-06-03,184.500000,185.500000,175.000000,175.449997,175.449997,53437123
2024-06-04,176.500000,176.500000,146.300003,172.000000,172.000000,75272859
2024-06-05,175.000000,185.300003,166.750000,183.800003,183.800003,57213537
2024-06-06,185.000000,185.800003,182.500000,183.649994,183.649994,20887553
2024-06-07,182.500000,187.000000,180.699997,184.000000,184.000000,33175407
2024-06-10,184.000000,186.500000,181.559998,182.160004,182.160004,33163473
2024-06-11,182.600006,186.000000,180.100006,184.020004,184.020004,41803815
2024-06-12,184.389999,184.880005,179.330002,179.649994,179.649994,42830411
2024-06-13,183.800003,185.800003,180.149994,184.940002,184.940002,47891484
2024-06-14,185.699997,186.600006,184.050003,186.240005,186.240005,29823712
2024-06-18,187.500000,189.100006,184.800003,188.610001,188.610001,40633379
2024-06-19,190.000000,199.600006,189.559998,196.070007,196.070007,59516270
