Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,140.000000,140.949997,139.050003,139.850006,139.850006,21186105
2024-01-02,140.500000,140.600006,137.050003,139.600006,139.600006,27764060
2024-01-03,139.500000,139.600006,134.350006,135.350006,135.350006,45176618
2024-01-04,136.000000,136.350006,134.000000,134.250000,134.250000,43913498
2024-01-05,135.000000,135.949997,132.850006,133.649994,133.649994,71330190
2024-01-08,135.300003,135.949997,131.750000,132.000000,132.000000,39559717
2024-01-09,133.500000,134.800003,132.500000,133.649994,133.649994,30736868
2024-01-10,133.800003,134.699997,132.100006,134.100006,134.100006,27213624
2024-01-11,134.850006,135.649994,134.199997,134.899994,134.899994,23113349
2024-01-12,135.800003,136.250000,134.649994,135.300003,135.300003,32883921
2024-01-15,136.000000,136.250000,133.949997,134.899994,134.899994,34158775
2024-01-16,134.699997,138.500000,134.000000,137.250000,137.250000,56361287
2024-01-17,135.449997,135.750000,131.399994,131.649994,131.649994,58982971
2024-01-18,131.649994,132.250000,128.199997,131.000000,131.000000,45273496
2024-01-19,132.600006,134.699997,131.600006,134.250000,134.250000,32653013
2024-01-23,134.800003,135.199997,129.300003,130.100006,130.100006,35373970
2024-01-24,130.199997,135.550003,130.100006,135.149994,135.149994,39340119
2024-01-25,136.500000,136.500000,132.000000,133.750000,133.750000,61358839
2024-01-29,134.699997,135.399994,133.500000,135.000000,135.000000,29745400
2024-01-30,135.600006,137.699997,134.500000,134.699997,134.699997,35704185
2024-01-31,135.000000,136.699997,134.500000,135.949997,135.949997,36079354
2024-02-01,136.399994,136.750000,134.500000,134.800003,134.800003,31701793
2024-02-02,135.300003,139.600006,134.800003,138.699997,138.699997,69296192
2024-02-05,140.000000,143.350006,139.350006,141.550003,141.550003,80737626
2024-02-06,143.000000,145.100006,140.449997,144.649994,144.649994,53192936
2024-02-07,146.850006,147.399994,144.050003,144.399994,144.399994,61517064
2024-02-08,145.300003,145.649994,143.050003,143.649994,143.649994,38997666
2024-02-09,144.199997,144.449997,139.149994,141.300003,141.300003,35961925
2024-02-12,142.000000,142.949997,136.649994,137.399994,137.399994,36477544
2024-02-13,137.750000,138.250000,134.100006,137.850006,137.850006,39155909
2024-02-14,137.000000,141.500000,135.750000,141.199997,141.199997,29141690
2024-02-15,141.500000,143.449997,141.000000,141.199997,141.199997,31587387
2024-02-16,142.050003,143.449997,141.500000,142.300003,142.300003,22316127
2024-02-19,142.949997,143.350006,141.350006,141.949997,141.949997,16973568
2024-02-20,141.949997,142.250000,140.050003,141.050003,141.050003,24291123
2024-02-21,141.550003,146.199997,141.449997,143.899994,143.899994,88000833
2024-02-22,145.000000,146.149994,143.500000,145.899994,145.899994,46728176
2024-02-23,146.399994,147.100006,145.000000,145.449997,145.449997,28414697
2024-02-26,145.850006,145.949997,142.250000,142.649994,142.649994,22570277
2024-02-27,142.649994,144.500000,142.000000,144.199997,144.199997,24119469
2024-02-28,144.050003,144.949997,140.050003,140.750000,140.750000,20721926
2024-02-29,140.800003,141.850006,139.399994,140.850006,140.850006,32248156
2024-03-01,143.000000,150.649994,143.000000,149.949997,149.949997,123709943
2024-03-04,154.899994,154.899994,151.050003,153.100006,153.100006,67577785
2024-03-05,153.199997,154.000000,150.750000,151.850006,151.850006,37165490
2024-03-06,151.800003,152.649994,147.899994,151.600006,151.600006,51782444
2024-03-07,152.399994,159.149994,152.250000,157.250000,157.250000,124847699
2024-03-11,158.899994,158.899994,153.000000,153.449997,153.449997,54155385
2024-03-12,154.199997,154.550003,150.899994,152.500000,152.500000,34947937
2024-03-13,152.800003,152.899994,142.500000,143.649994,143.649994,70937597
2024-03-14,143.600006,143.949997,138.350006,142.449997,142.449997,91956952
2024-03-15,142.899994,143.699997,139.850006,141.699997,141.699997,68482621
2024-03-18,142.550003,150.250000,142.199997,149.699997,149.699997,166913078
2024-03-19,149.000000,152.449997,147.600006,148.750000,148.750000,105004268
2024-03-20,149.600006,150.649994,143.850006,145.649994,145.649994,77550319
2024-03-21,148.000000,151.199997,147.800003,150.100006,150.100006,84225737
2024-03-22,149.000000,152.750000,148.350006,151.800003,151.800003,68241556
2024-03-26,151.149994,153.399994,150.500000,152.399994,152.399994,52965508
2024-03-27,152.449997,154.100006,152.000000,152.699997,152.699997,35328794
2024-03-28,152.699997,157.000000,152.699997,155.850006,155.850006,62575327
2024-04-01,156.800003,163.899994,156.500000,163.149994,163.149994,84583929
2024-04-02,162.949997,165.500000,161.800003,164.649994,164.649994,69533405
2024-04-03,164.649994,166.250000,163.100006,163.649994,163.649994,50938559
2024-04-04,165.550003,165.949997,161.000000,163.399994,163.399994,61094750
2024-04-05,163.899994,164.149994,160.800003,163.350006,163.350006,44668121
2024-04-08,166.949997,166.949997,164.199997,165.199997,165.199997,48255703
2024-04-09,166.000000,169.800003,165.199997,166.000000,166.000000,63884687
2024-04-10,167.300003,169.199997,164.500000,165.050003,165.050003,64134758
2024-04-12,166.000000,166.000000,163.000000,163.500000,163.500000,55317636
2024-04-15,161.800003,164.699997,158.600006,160.850006,160.850006,66426404
2024-04-16,160.850006,162.449997,159.000000,160.050003,160.050003,41391261
2024-04-18,160.899994,164.000000,159.149994,160.050003,160.050003,68093672
2024-04-19,160.000000,162.500000,157.300003,162.100006,162.100006,60078229
2024-04-22,163.800003,164.699997,161.500000,161.850006,161.850006,39304790
2024-04-23,163.500000,163.500000,160.800003,161.149994,161.149994,30295177
2024-04-24,162.449997,166.899994,161.449997,165.550003,165.550003,59894921
2024-04-25,165.399994,168.000000,164.149994,167.699997,167.699997,50128523
2024-04-26,168.000000,170.699997,165.250000,165.800003,165.800003,65355111
2024-04-29,168.199997,169.600006,166.899994,167.399994,167.399994,44906151
2024-04-30,168.399994,168.399994,164.500000,165.000000,165.000000,55043389
2024-05-02,165.000000,168.899994,165.000000,167.350006,167.350006,69320283
2024-05-03,168.949997,170.750000,165.149994,166.500000,166.500000,62573586
2024-05-06,167.949997,168.649994,164.699997,167.600006,167.600006,37621296
2024-05-07,167.949997,167.949997,162.300003,164.250000,164.250000,43611824
2024-05-08,164.199997,167.100006,163.500000,166.050003,166.050003,30128705
